AnimalID	Date	count_beads	"normal count_CD45pos"	"normal count_CD4posCD45pos"	"normal count_CD8posCD45pos"	"normal count_Mycpos_hCD45pos"	"normal count_CD4posMycposCD45pos"	"normal count_CD8posMycposCD45pos"	"normal count_CD4pos of CD45posMycpos"	"normal count_CD8pos of CD45posMycpos"
CRISPR02M.13	2019/09/20	4185	4.77897252090801	0	4.77897252090801	2.389486260454	0	2.389486260454	0	2.389486260454
CRISPR02M.22	2019/09/20	2130	23.4741784037559	0	14.0845070422535	4.69483568075117	0	0	0	0
CRISPR02M.23	2019/09/20	2532	797.788309636651	122.432859399684	655.608214849921	110.584518167457	27.6461295418641	82.9383886255924	27.6461295418641	82.9383886255924
CRISPR02M.24	2019/09/20	1005	19.9004975124378	0	19.9004975124378	19.9004975124378	0	19.9004975124378	0	19.9004975124378
CRISPR02M.25	2019/09/20	563	106.571936056838	0	88.809946714032	53.2859680284192	0	35.5239786856128	0	35.5239786856128
CRISPR02M.26	2019/09/20	2535	94.6745562130178	27.6134122287968	63.1163708086785	19.723865877712	0	19.723865877712	0	19.723865877712
CRISPR02M.27	2019/09/20	1274	62.7943485086342	0	62.7943485086342	0	0	0	0	0
CRISPR02M.28	2019/09/20	2172	36.8324125230203	4.60405156537753	18.4162062615101	4.60405156537753	0	0	0	4.60405156537753
CRISPR02M.29	2019/09/20	2384	171.979865771812	134.228187919463	37.751677852349	25.1677852348993	0	25.1677852348993	0	25.1677852348993
CRISPR02M.30	2019/09/20	205	438243.902439024	65951.2195121951	307853.658536585	4146.34146341463	829.268292682927	2682.92682926829	975.609756097561	2878.0487804878
CRISPR02M.31	2019/09/20	1596	6.265664160401	0	6.265664160401	0	0	0	0	0
CRISPR02M.32	2019/09/20	2609	42.1617477960905	22.9973169796857	19.1644308164048	15.3315446531238	3.83288616328095	11.4986584898429	3.83288616328095	11.4986584898429
CRISPR02M.33	2019/09/20	2589	15.4499806875241	0	11.5874855156431	7.72499034376207	0	3.86249517188104	0	7.72499034376207
CRISPR02M.34	2019/09/20	2709	14.765596160945	0	11.0741971207087	0	0	0	0	0
CRISPR02M.35	2019/09/20	2723	11.0172603745869	0	7.34484024972457	7.34484024972457	0	3.67242012486228	0	3.67242012486228
CRISPR02M.01	2019/09/26	775	25.8064516129032	0	25.8064516129032	25.8064516129032	0	25.8064516129032	0	25.8064516129032
CRISPR02M.02	2019/09/26	1342	10149.0312965723	4299.55290611028	5655.73770491803	968.703427719821	536.512667660209	5655.73770491803	611.028315946349	320.417287630402
CRISPR02M.03	2019/09/26	1821	258.099945085118	142.77869302581	109.829763866008	54.9148819330038	0	109.829763866008	5.49148819330038	43.9319055464031
CRISPR02M.04	2019/09/26	1863	1068.16961889426	445.517981749866	585.077831454643	289.855072463768	91.2506709608159	585.077831454643	91.2506709608159	182.501341921632
CRISPR02M.07	2019/09/26	1529	19.6206671026815	13.080444735121	6.5402223675605	19.6206671026815	13.080444735121	6.5402223675605	13.080444735121	6.5402223675605
CRISPR02M.08	2019/09/26	740	13.5135135135135	0	13.5135135135135	13.5135135135135	0	13.5135135135135	0	13.5135135135135
CRISPR02M.09	2019/09/26	2192	136.861313868613	72.992700729927	59.3065693430657	31.9343065693431	27.3722627737226	59.3065693430657	27.3722627737226	0
CRISPR02M.13	2019/09/26	600	0	0	0	0	0	0	0	0
CRISPR02M.14	2019/09/26	1685	35.6083086053412	0	29.673590504451	29.673590504451	0	29.673590504451	0	23.7388724035608
CRISPR02M.15	2019/09/26	1215	98.7654320987654	0	98.7654320987654	90.5349794238683	0	98.7654320987654	0	74.0740740740741
CRISPR02M.21	2019/09/26	951	0	0	0	0	0	0	0	0
CRISPR02M.22	2019/09/26	1332	548.048048048048	352.852852852853	180.18018018018	232.732732732733	75.0750750750751	180.18018018018	90.0900900900901	142.642642642643
CRISPR02M.23	2019/09/26	926	0	0	0	0	0	0	0	0
CRISPR02M.24	2019/09/26	1468	0	0	0	0	0	0	0	0
CRISPR02M.25	2019/09/26	1316	7.59878419452888	0	7.59878419452888	7.59878419452888	0	7.59878419452888	0	7.59878419452888
CRISPR02M.26	2019/09/26	1179	1832.06106870229	848.176420695505	941.47582697201	322.307039864292	186.598812553011	941.47582697201	203.562340966921	76.3358778625954
CRISPR02M.27	2019/09/26	1223	8.17661488143908	0	0	8.17661488143908	0	0	0	8.17661488143908
CRISPR02M.28	2019/09/26	1237	64.6725949878739	32.3362974939369	24.2522231204527	48.5044462409054	32.3362974939369	24.2522231204527	32.3362974939369	16.1681487469685
CRISPR02M.29	2019/09/26	817	97.9192166462668	36.7197062423501	36.7197062423501	61.1995104039168	12.2399020807834	36.7197062423501	12.2399020807834	36.7197062423501
CRISPR02M.31	2019/09/26	1392	7.18390804597701	0	7.18390804597701	7.18390804597701	0	7.18390804597701	0	7.18390804597701
CRISPR02M.32	2019/09/26	1236	234.62783171521	40.453074433657	169.902912621359	80.9061488673139	8.09061488673139	169.902912621359	8.09061488673139	56.6343042071197
CRISPR02M.33	2019/09/26	732	0	0	0	0	0	0	0	0
CRISPR02M.34	2019/09/26	1082	18.4842883548983	0	9.24214417744917	18.4842883548983	0	9.24214417744917	0	18.4842883548983
CRISPR02M.35	2019/09/26	1059	9.44287063267233	0	9.44287063267233	9.44287063267233	0	9.44287063267233	0	9.44287063267233
CRISPR02M.01	2019/10/04	2017	24.7892910262766	0	14.873574615766	19.8314328210213	0	9.91571641051066	0	14.873574615766
CRISPR02M.02	2019/10/04	1505	28564.7840531561	12551.4950166113	15036.5448504983	245.847176079734	451.827242524917	205.980066445183	99.6677740863787	126.24584717608
CRISPR02M.03	2019/10/04	904	121.681415929204	66.3716814159292	55.3097345132743	44.2477876106195	0	44.2477876106195	0	44.2477876106195
CRISPR02M.04	2019/10/04	1134	2777.77777777778	1208.11287477954	1437.3897707231	35.2733686067019	61.7283950617284	88.1834215167548	0	35.2733686067019
CRISPR02M.07	2019/10/04	1503	33.2667997338656	6.65335994677312	26.6134397870925	33.2667997338656	6.65335994677312	26.6134397870925	6.65335994677312	26.6134397870925
CRISPR02M.08	2019/10/04	2413	24.8653128885205	0	24.8653128885205	20.7210940737671	0	24.8653128885205	0	20.7210940737671
CRISPR02M.09	2019/10/04	2569	576.099649669132	124.562086414947	432.074737251849	38.9256520046711	35.033086804204	7.78513040093422	31.1405216037369	7.78513040093422
CRISPR02M.13	2019/10/04	2412	8.29187396351576	0	4.14593698175788	8.29187396351576	0	4.14593698175788	0	8.29187396351576
CRISPR02M.14	2019/10/04	950	52.6315789473684	0	52.6315789473684	21.0526315789474	0	21.0526315789474	0	21.0526315789474
CRISPR02M.15	2019/10/04	1660	18.0722891566265	0	18.0722891566265	18.0722891566265	0	18.0722891566265	0	18.0722891566265
CRISPR02M.21	2019/10/04	809	0	0	0	0	0	0	0	0
CRISPR02M.22	2019/10/04	1621	1758.17396668723	1122.763726095	610.734114743985	234.423195558297	228.254164096237	191.239975323874	111.042566317088	117.211597779149
CRISPR02M.23	2019/10/04	2701	11.1069974083673	0	7.40466493891151	11.1069974083673	0	7.40466493891151	0	11.1069974083673
CRISPR02M.24	2019/10/04	537	0	0	0	0	0	0	0	0
CRISPR02M.25	2019/10/04	4739	31.652247309559	0	21.1014982063727	31.652247309559	0	21.1014982063727	0	27.4319476682844
CRISPR02M.26	2019/10/04	1091	43391.3840513291	11173.235563703	28725.9395050412	1576.53528872594	1035.74702108158	2529.78918423465	293.308890925756	1283.22639780018
CRISPR02M.27	2019/10/04	1863	26.8384326355341	0	26.8384326355341	21.4707461084273	0	21.4707461084273	0	21.4707461084273
CRISPR02M.28	2019/10/04	1884	286.624203821656	58.3864118895966	111.464968152866	265.392781316348	58.3864118895966	95.5414012738854	95.5414012738854	111.464968152866
CRISPR02M.29	2019/10/04	1925	25.974025974026	0	20.7792207792208	25.974025974026	0	20.7792207792208	0	20.7792207792208
CRISPR02M.31	2019/10/04	783	51.0855683269476	0	25.5427841634738	51.0855683269476	0	25.5427841634738	0	25.5427841634738
CRISPR02M.32	2019/10/04	3504	585.045662100457	188.356164383562	339.611872146119	196.917808219178	117.009132420091	159.817351598174	71.3470319634703	122.716894977169
CRISPR02M.33	2019/10/04	1293	61.8716163959783	15.4679040989946	38.6697602474865	61.8716163959783	15.4679040989946	38.6697602474865	15.4679040989946	46.4037122969838
CRISPR02M.34	2019/10/04	4819	20.7511931936086	0	14.525835235526	20.7511931936086	0	14.525835235526	0	16.6009545548869
CRISPR02M.35	2019/10/04	1423	49.1918482080112	0	35.1370344342937	49.1918482080112	0	35.1370344342937	0	49.1918482080112
CRISPR02M.01	2019/10/11	294	68.0272108843537	0	68.0272108843537	68.0272108843537	0	68.0272108843537	0	68.0272108843537
CRISPR02M.02	2019/10/11	356	1825.84269662921	561.797752808989	1151.68539325843	140.449438202247	84.2696629213483	56.1797752808989	84.2696629213483	56.1797752808989
CRISPR02M.03	2019/10/11	483	144.927536231884	103.51966873706	41.407867494824	41.407867494824	0	41.407867494824	0	41.407867494824
CRISPR02M.04	2019/10/11	758	1213.72031662269	329.815303430079	857.519788918206	26.3852242744063	0	26.3852242744063	0	26.3852242744063
CRISPR02M.07	2019/10/11	181	0	0	0	0	0	0	0	0
CRISPR02M.08	2019/10/11	448	44.6428571428571	0	44.6428571428571	0	0	0	0	0
CRISPR02M.09	2019/10/11	204	2401.96078431373	980.392156862745	1421.56862745098	49.0196078431373	49.0196078431373	0	49.0196078431373	0
CRISPR02M.13	2019/10/11	388	0	0	0	0	0	0	0	0
CRISPR02M.14	2019/10/11	266	0	0	0	0	0	0	0	0
CRISPR02M.15	2019/10/11	389	0	0	0	0	0	0	0	0
CRISPR02M.21	2019/10/11	218	0	0	0	0	0	0	0	0
CRISPR02M.22	2019/10/11	351	569.80056980057	170.940170940171	370.37037037037	170.940170940171	28.4900284900285	142.450142450142	28.4900284900285	142.450142450142
CRISPR02M.23	2019/10/11	148	0	0	0	0	0	0	0	0
CRISPR02M.24	2019/10/11	234	0	0	0	0	0	0	0	0
CRISPR02M.25	2019/10/11	156	0	0	0	0	0	0	0	0
CRISPR02M.27	2019/10/11	242	0	0	0	0	0	0	0	0
CRISPR02M.28	2019/10/11	175	0	0	0	0	0	0	0	0
CRISPR02M.29	2019/10/11	403	0	0	0	0	0	0	0	0
CRISPR02M.31	2019/10/11	223	0	0	0	0	0	0	0	0
CRISPR02M.32	2019/10/11	294	1462.58503401361	340.136054421769	1020.40816326531	68.0272108843537	0	68.0272108843537	0	68.0272108843537
CRISPR02M.33	2019/10/11	643	46.656298600311	31.104199066874	15.552099533437	46.656298600311	31.104199066874	15.552099533437	31.104199066874	15.552099533437
CRISPR02M.34	2019/10/11	254	39.3700787401575	0	39.3700787401575	39.3700787401575	0	39.3700787401575	0	39.3700787401575
CRISPR02M.35	2019/10/11	198	0	0	0	0	0	0	0	0
CRISPR02M.01	2019/10/30	926	0	0	0	0	0	0	0	0
CRISPR02M.03	2019/10/30	1073	74.5573159366263	37.2786579683131	37.2786579683131	18.6393289841566	0	18.6393289841566	0	18.6393289841566
CRISPR02M.04	2019/10/30	696	19741.3793103448	1752.87356321839	17284.4827586207	675.287356321839	71.8390804597701	574.712643678161	71.8390804597701	603.448275862069
CRISPR02M.07	2019/10/30	1011	9.89119683481701	0	9.89119683481701	9.89119683481701	0	9.89119683481701	0	9.89119683481701
CRISPR02M.08	2019/10/30	1026	594.541910331384	399.610136452242	194.931773879142	29.2397660818713	29.2397660818713	0	29.2397660818713	0
CRISPR02M.09	2019/10/30	828	12777.7777777778	7427.53623188406	5217.39130434783	2560.38647342995	1678.74396135266	821.256038647343	1690.82125603865	845.410628019324
CRISPR02M.13	2019/10/30	1081	9.25069380203515	9.25069380203515	0	0	0	0	0	0
CRISPR02M.14	2019/10/30	838	83.5322195704057	59.6658711217184	23.8663484486873	35.799522673031	11.9331742243437	23.8663484486873	11.9331742243437	23.8663484486873
CRISPR02M.15	2019/10/30	965	124.352331606218	103.626943005181	20.7253886010363	31.0880829015544	10.3626943005181	20.7253886010363	10.3626943005181	20.7253886010363
CRISPR02M.21	2019/10/30	698	0	0	0	0	0	0	0	0
CRISPR02M.22	2019/10/30	1147	9851.78727114211	575.414123801221	9023.53966870096	488.230165649521	34.87358326068	435.9197907585	34.87358326068	435.9197907585
CRISPR02M.23	2019/10/30	524	0	0	0	0	0	0	0	0
CRISPR02M.24	2019/10/30	693	0	0	0	0	0	0	0	0
CRISPR02M.25	2019/10/30	735	0	0	0	0	0	0	0	0
CRISPR02M.27	2019/10/30	655	30.5343511450382	0	30.5343511450382	30.5343511450382	0	30.5343511450382	0	30.5343511450382
CRISPR02M.28	2019/10/30	803	0	0	0	0	0	0	0	0
CRISPR02M.29	2019/10/30	685	0	0	0	0	0	0	0	0
CRISPR02M.31	2019/10/30	712	14.0449438202247	0	14.0449438202247	14.0449438202247	0	14.0449438202247	0	14.0449438202247
CRISPR02M.32	2019/10/30	1026	1559.45419103314	380.116959064327	1150.09746588694	107.212475633528	58.4795321637427	38.9863547758285	58.4795321637427	48.7329434697856
CRISPR02M.33	2019/10/30	920	65.2173913043478	65.2173913043478	0	43.4782608695652	43.4782608695652	0	43.4782608695652	0
CRISPR02M.34	2019/10/30	665	0	0	0	0	0	0	0	0
CRISPR02M.35	2019/10/30	938	21.3219616204691	0	21.3219616204691	10.6609808102345	0	10.6609808102345	0	10.6609808102345
