AnimalID	BW	BG	GvHD	Date	State
CRISPR02M.22	32.2		0	2019/10/30	Random
CRISPR02M.23	29.1		0	2019/10/30	Random
CRISPR02M.24	32		0	2019/10/30	Random
CRISPR02M.25	31.7		0	2019/10/30	Random
CRISPR02M.27	35.1		0	2019/10/30	Random
CRISPR02M.28	26.4		0	2019/10/30	Random
CRISPR02M.29	33.5		0	2019/10/30	Random
CRISPR02M.31	33		0	2019/10/30	Random
CRISPR02M.32	34.7		0	2019/10/30	Random
CRISPR02M.33	33.6		0	2019/10/30	Random
CRISPR02M.34	35.6		0	2019/10/30	Random
CRISPR02M.35	33.2		0	2019/10/30	Random
CRISPR02M.01	31.5	10	0	2019/10/31	Fasted
CRISPR02M.03	30.5	9	0	2019/10/31	Fasted
CRISPR02M.04	30.7	9.9	0	2019/10/31	Fasted
CRISPR02M.16	31	8.3	0	2019/10/31	Fasted
CRISPR02M.17	35.2	5.8	0	2019/10/31	Fasted
CRISPR02M.18	30.5	6.5	0	2019/10/31	Fasted
CRISPR02M.19	35.1	7.4	0	2019/10/31	Fasted
CRISPR02M.20	32.9	6.1	0	2019/10/31	Fasted
CRISPR02M.21	34.1	10.2	0	2019/10/31	Fasted
CRISPR02M.22	31.7	8	0	2019/10/31	Fasted
CRISPR02M.23	28.5	7.9	0	2019/10/31	Fasted
CRISPR02M.24	31.6	8	0	2019/10/31	Fasted
CRISPR02M.25	31.3	9.5	0	2019/10/31	Fasted
CRISPR02M.07	30.3	8.1	0	2019/10/31	Fasted
CRISPR02M.08	31.3	8.8	0	2019/10/31	Fasted
CRISPR02M.09	33.3	7.2	0	2019/10/31	Fasted
CRISPR02M.13	29.9	8	0	2019/10/31	Fasted
CRISPR02M.14	31.6	9.8	0	2019/10/31	Fasted
CRISPR02M.15	29.8	7	0	2019/10/31	Fasted
CRISPR02M.27	34.1	8.2	0	2019/10/31	Fasted
CRISPR02M.28	25.8	7.8	0	2019/10/31	Fasted
CRISPR02M.29	32.9	7.4	0	2019/10/31	Fasted
CRISPR02M.31	32.3	7.9	0	2019/10/31	Fasted
CRISPR02M.32	34.2	8	0	2019/10/31	Fasted
CRISPR02M.33	32.5	8.7	0	2019/10/31	Fasted
CRISPR02M.34	35.1	7.5	0	2019/10/31	Fasted
CRISPR02M.35	31.5	8.7	0	2019/10/31	Fasted
CRISPR02M.01	32.1	9.5	0	2019/11/07	Random
CRISPR02M.03	30.9	9	0	2019/11/07	Random
CRISPR02M.04	30.4	9.4	0	2019/11/07	Random
CRISPR02M.07	30.4	8.5	0	2019/11/07	Random
CRISPR02M.08	32.4	8.7	0	2019/11/07	Random
CRISPR02M.09	33.8	7.6	0	2019/11/07	Random
CRISPR02M.13	30.7	6.7	0	2019/11/07	Random
CRISPR02M.14	31.9	8.4	0	2019/11/07	Random
CRISPR02M.15	30.7	9.2	0	2019/11/07	Random
CRISPR02M.16	31.6	7.4	0	2019/11/07	Random
CRISPR02M.17	36.2	9	0	2019/11/07	Random
CRISPR02M.18	30.1	7.7	0	2019/11/07	Random
CRISPR02M.19	35.5	8.4	0	2019/11/07	Random
CRISPR02M.20	33.2	7.3	0	2019/11/07	Random
CRISPR02M.21	34.9	5.8	0	2019/11/07	Random
CRISPR02M.22	30.8	7.2	0	2019/11/07	Random
CRISPR02M.23	29	7.5	0	2019/11/07	Random
CRISPR02M.24	31.8	7.3	0	2019/11/07	Random
CRISPR02M.25	31	7.7	0	2019/11/07	Random
CRISPR02M.27	34.5	7.9	0	2019/11/07	Random
CRISPR02M.28	26.1	7.8	0	2019/11/07	Random
CRISPR02M.29	33.6	7.7	0	2019/11/07	Random
CRISPR02M.31	32.9	7.9	0	2019/11/07	Random
CRISPR02M.32	35.4	7.8	0	2019/11/07	Random
CRISPR02M.33	33.5	8.2	0	2019/11/07	Random
CRISPR02M.34	35.5	8.2	0	2019/11/07	Random
CRISPR02M.35	33.1	8.3	0	2019/11/07	Random
CRISPR02M.01	32.1		0	2019/11/11	Random
CRISPR02M.03	31.4		0	2019/11/11	Random
CRISPR02M.04	30		0	2019/11/11	Random
CRISPR02M.07	30.7		0	2019/11/11	Random
CRISPR02M.08	32		0	2019/11/11	Random
CRISPR02M.09	33.6		0	2019/11/11	Random
CRISPR02M.13	31.4		0	2019/11/11	Random
CRISPR02M.14	31.8		0	2019/11/11	Random
CRISPR02M.15	31.4		0	2019/11/11	Random
CRISPR02M.16	31.2		0	2019/11/11	Random
CRISPR02M.17	36.5		0	2019/11/11	Random
CRISPR02M.18	29.1		0	2019/11/11	Random
CRISPR02M.19	35.5		0	2019/11/11	Random
CRISPR02M.20	33.9		0	2019/11/11	Random
CRISPR02M.21	35.2		0	2019/11/11	Random
CRISPR02M.22	30.1		0	2019/11/11	Random
CRISPR02M.23	28.6		0	2019/11/11	Random
CRISPR02M.24	31.6		0	2019/11/11	Random
CRISPR02M.25	31.1		0	2019/11/11	Random
CRISPR02M.27	34.6		0	2019/11/11	Random
CRISPR02M.28	26.4		0	2019/11/11	Random
CRISPR02M.29	33.5		0	2019/11/11	Random
CRISPR02M.31	33.1		0	2019/11/11	Random
CRISPR02M.32	34.2		0	2019/11/11	Random
CRISPR02M.33	33.1		0	2019/11/11	Random
CRISPR02M.34	34.9		0	2019/11/11	Random
CRISPR02M.35	33.2		0	2019/11/11	Random
CRISPR02M.01	31.6	7.5	0	2019/11/15	Fasted
CRISPR02M.03	31.2	8.6	0	2019/11/15	Fasted
CRISPR02M.04	29.7	9	0	2019/11/15	Fasted
CRISPR02M.16	31.2	7.4	0	2019/11/15	Fasted
CRISPR02M.17	36.1	8.9	0	2019/11/15	Fasted
CRISPR02M.18	24.5	4	3	2019/11/15	Fasted
CRISPR02M.19	36.3	7.7	0	2019/11/15	Fasted
CRISPR02M.20	33.8	8.2	0	2019/11/15	Fasted
CRISPR02M.21	35.3	8.9	0	2019/11/15	Fasted
CRISPR02M.22	29.7	6.3	0	2019/11/15	Fasted
CRISPR02M.23	28.9	7.8	0	2019/11/15	Fasted
CRISPR02M.24	31.7	8.6	0	2019/11/15	Fasted
CRISPR02M.25	30.8	8.2	0	2019/11/15	Fasted
CRISPR02M.07	29.7	8.4	0	2019/11/15	Fasted
CRISPR02M.08	31.7	8.4	0	2019/11/15	Fasted
CRISPR02M.09	33.2	7.9	0	2019/11/15	Fasted
CRISPR02M.13	30.9	7.6	0	2019/11/15	Fasted
CRISPR02M.14	32.3	8.1	0	2019/11/15	Fasted
CRISPR02M.15	31	7.6	0	2019/11/15	Fasted
CRISPR02M.27	35	9	0	2019/11/15	Fasted
CRISPR02M.28	25.7	7.8	0	2019/11/15	Fasted
CRISPR02M.29	32.6	6.5	0	2019/11/15	Fasted
CRISPR02M.31	33.3	7.8	0	2019/11/15	Fasted
CRISPR02M.32	35.9	7	0	2019/11/15	Fasted
CRISPR02M.33	34	8	0	2019/11/15	Fasted
CRISPR02M.34	35.1	6.7	0	2019/11/15	Fasted
CRISPR02M.35	33.2	8.7	0	2019/11/15	Fasted
CRISPR02M.01	32.2		0	2019/11/18	Random
CRISPR02M.03	30.8		0	2019/11/18	Random
CRISPR02M.04	27.2		1	2019/11/18	Random
CRISPR02M.07	30		0	2019/11/18	Random
CRISPR02M.08	31.9		0	2019/11/18	Random
CRISPR02M.09	33.6		0	2019/11/18	Random
CRISPR02M.13	30.6		0	2019/11/18	Random
CRISPR02M.14	32.3		0	2019/11/18	Random
CRISPR02M.15	31		0	2019/11/18	Random
CRISPR02M.16	31.7		0	2019/11/18	Random
CRISPR02M.17	36.4		0	2019/11/18	Random
CRISPR02M.18	22.3		7	2019/11/18	Random
CRISPR02M.19	35.9		0	2019/11/18	Random
CRISPR02M.20	33.6		0	2019/11/18	Random
CRISPR02M.21	35.1		0	2019/11/18	Random
CRISPR02M.22	28.6		1	2019/11/18	Random
CRISPR02M.23	28.8		0	2019/11/18	Random
CRISPR02M.24	30.9		0	2019/11/18	Random
CRISPR02M.25	31.7		0	2019/11/18	Random
CRISPR02M.27	35.4		0	2019/11/18	Random
CRISPR02M.28	25.9		0	2019/11/18	Random
CRISPR02M.29	33.6		0	2019/11/18	Random
CRISPR02M.31	32.7		0	2019/11/18	Random
CRISPR02M.32	36.1		0	2019/11/18	Random
CRISPR02M.33	33.8		0	2019/11/18	Random
CRISPR02M.34	36.5		0	2019/11/18	Random
CRISPR02M.35	34.5		0	2019/11/18	Random
CRISPR02M.18			9	2019/11/19	Random
CRISPR02M.01	32.5	8.8	0	2019/11/22	Random
CRISPR02M.03	31.7	8.5	0	2019/11/22	Random
CRISPR02M.04	28.9	8.1	5	2019/11/22	Random
CRISPR02M.07	30.8	7.7	0	2019/11/22	Random
CRISPR02M.08	32.6	7.5	0	2019/11/22	Random
CRISPR02M.09	34.1	8	0	2019/11/22	Random
CRISPR02M.13	31.8	7.9	0	2019/11/22	Random
CRISPR02M.14	33.4	8.3	0	2019/11/22	Random
CRISPR02M.15	32.1	8.9	0	2019/11/22	Random
CRISPR02M.16	32	6.3	0	2019/11/22	Random
CRISPR02M.17	37.2	8.4	0	2019/11/22	Random
CRISPR02M.19	36.1	7.7	0	2019/11/22	Random
CRISPR02M.20	33.6	6.9	0	2019/11/22	Random
CRISPR02M.21	36.7	7.9	0	2019/11/22	Random
CRISPR02M.22	27.2	5.7	5	2019/11/22	Random
CRISPR02M.23	28.2	7.3	0	2019/11/22	Random
CRISPR02M.24	32.9	9	0	2019/11/22	Random
CRISPR02M.25	32.4	8	0	2019/11/22	Random
CRISPR02M.27	34.5	10.5	0	2019/11/22	Random
CRISPR02M.28	26.8	8	0	2019/11/22	Random
CRISPR02M.29	34.5	10.2	0	2019/11/22	Random
CRISPR02M.31	34.1	7.9	0	2019/11/22	Random
CRISPR02M.32	37.1	7.4	0	2019/11/22	Random
CRISPR02M.33	34	8	0	2019/11/22	Random
CRISPR02M.34	36.5	6.4	0	2019/11/22	Random
CRISPR02M.35	34.1	8.9	0	2019/11/22	Random
CRISPR02M.01			0	2019/11/27	Random
CRISPR02M.03			0	2019/11/27	Random
CRISPR02M.07			0	2019/11/27	Random
CRISPR02M.08			0	2019/11/27	Random
CRISPR02M.09			3	2019/11/27	Random
CRISPR02M.14			0	2019/11/27	Random
CRISPR02M.15			0	2019/11/27	Random
CRISPR02M.16			0	2019/11/27	Random
CRISPR02M.17			0	2019/11/27	Random
CRISPR02M.19			0	2019/11/27	Random
CRISPR02M.20			3	2019/11/27	Random
CRISPR02M.21			0	2019/11/27	Random
CRISPR02M.23			0	2019/11/27	Random
CRISPR02M.24			0	2019/11/27	Random
CRISPR02M.25			0	2019/11/27	Random
CRISPR02M.28			0	2019/11/27	Random
CRISPR02M.29			0	2019/11/27	Random
CRISPR02M.32			3	2019/11/27	Random
CRISPR02M.33			0	2019/11/27	Random
CRISPR02M.34			0	2019/11/27	Random
CRISPR02M.13	31.4	9.3	0	2019/12/12	Random
CRISPR02M.27	35.3	10.3	0	2019/12/12	Random
CRISPR02M.31	34.8	7.8	0	2019/12/12	Random
CRISPR02M.35	34.1	8.3	0	2019/12/12	Random
CRISPR02M.13	31.4	8.7	0	2019/12/26	Random
CRISPR02M.27	36.5	7.8	0	2019/12/26	Random
CRISPR02M.31	33.8	7.7	0	2019/12/26	Random
CRISPR02M.35	34.5	8	0	2019/12/26	Random
CRISPR02M.13	31.4	8.5	0	2020/01/08	Random
CRISPR02M.27	36.1	8.7	0	2020/01/08	Random
CRISPR02M.31	34.2	7.5	0	2020/01/08	Random
CRISPR02M.35	34.7	9.6	0	2020/01/08	Random
CRISPR02M.13	32.5		0	2020/01/13	Random
CRISPR02M.27	37.1		0	2020/01/13	Random
CRISPR02M.31	33.7		0	2020/01/13	Random
CRISPR02M.35	34.5		0	2020/01/13	Random
CRISPR02M.13	31.9	7.8	0	2020/01/20	Random
CRISPR02M.27	36.4	7.8	0	2020/01/20	Random
CRISPR02M.31	34.5	7.6	0	2020/01/20	Random
CRISPR02M.35	35.1	7	0	2020/01/20	Random
CRISPR02M.13	32.9		0	2020/01/22	Random
CRISPR02M.27	37.3		0	2020/01/22	Random
CRISPR02M.31	34.3		0	2020/01/22	Random
CRISPR02M.35	35.2		0	2020/01/22	Random
CRISPR02M.13	32.6		0	2020/01/28	Random
CRISPR02M.27	36.1		0	2020/01/28	Random
CRISPR02M.31	34.8		0	2020/01/28	Random
CRISPR02M.35	34.9		0	2020/01/28	Random
CRISPR02M.13	32.7	7.5	0	2020/02/03	Random
CRISPR02M.27	35.9	8.5	0	2020/02/03	Random
CRISPR02M.31	33.6	7	0	2020/02/03	Random
CRISPR02M.35	34.2	7	0	2020/02/03	Random
CRISPR02M.13	31.6		0	2020/02/05	Random
CRISPR02M.27	35.6		0	2020/02/05	Random
CRISPR02M.31	34.1		0	2020/02/05	Random
CRISPR02M.35	34		0	2020/02/05	Random
CRISPR02M.13	32.1		0	2020/02/06	Random
CRISPR02M.27	36		0	2020/02/06	Random
CRISPR02M.31	34.1		0	2020/02/06	Random
CRISPR02M.35	34.5		0	2020/02/06	Random
CRISPR02M.13	32.1		0	2020/02/17	Random
CRISPR02M.27	36.1		0	2020/02/17	Random
CRISPR02M.31	34.2		0	2020/02/17	Random
CRISPR02M.35	34.7		0	2020/02/17	Random
CRISPR02M.13	32.7		0	2020/02/26	Random
CRISPR02M.27	36.5		0	2020/02/26	Random
CRISPR02M.31	34		0	2020/02/26	Random
CRISPR02M.35	36.2		0	2020/02/26	Random
CRISPR02M.13	31.5	8.1	0	2020/03/06	Random
CRISPR02M.27	36.4	8	0	2020/03/06	Random
CRISPR02M.31	30.4	6	1	2020/03/06	Random
CRISPR02M.35	34.8	7.5	0	2020/03/06	Random
CRISPR02M.13	31.8		0	2020/03/09	Random
CRISPR02M.27	37		0	2020/03/09	Random
CRISPR02M.31	27.2		3	2020/03/09	Random
CRISPR02M.35	35.2		0	2020/03/09	Random
CRISPR02M.13	32.9		0	2020/03/18	Random
CRISPR02M.27	36.3		0	2020/03/18	Random
CRISPR02M.35	34.2		0	2020/03/18	Random
