AnimalID	Time	CP.Start	CP.End	BG.Start	BG.End	Date	Delivery	Weight
CRISPR02M.22	60	684.825	684.825	11.2	11.2	2019/10/01	IP	31
CRISPR02M.23	60	132.485	132.485	10.4	10.4	2019/10/01	IP	28.1
CRISPR02M.24	60	3474.09	3474.09	7	7	2019/10/01	IP	30.3
CRISPR02M.25	60	3614.595	3614.595	9.2	9.2	2019/10/01	IP	30.6
CRISPR02M.26	0	423.425	423.425	7.4	7.4	2019/10/02	IP	32.2
CRISPR02M.27	0	543.18	543.18	7.6	7.6	2019/10/02	IP	32.7
CRISPR02M.28	0	387.92	387.92	8.9	8.9	2019/10/02	IP	25.8
CRISPR02M.29	0	2168.53	2168.53	7.4	7.4	2019/10/02	IP	32.2
CRISPR02M.31	0	1942.315	1942.315	7.9	7.9	2019/10/02	IP	31.6
CRISPR02M.32	0	1682.94	1682.94	6.9	6.9	2019/10/02	IP	33.8
CRISPR02M.33	0	892.42	892.42	7.5	7.5	2019/10/02	IP	32.3
CRISPR02M.34	0	3574.24	3574.24	5.7	5.7	2019/10/02	IP	34.3
CRISPR02M.35	0	2545.5	2545.5	7.5	7.5	2019/10/02	IP	30.8
CRISPR02M.13	0	613.215	613.215	7.5	7.5	2019/10/02	IP	29
CRISPR02M.14	0	126.655	126.655	9.4	9.4	2019/10/02	IP	31
CRISPR02M.15	0	0	22.5	8	8	2019/10/02	IP	29.6
CRISPR02M.26	15	1632.61	1632.61	27.1	27.1	2019/10/02	IP	32.2
CRISPR02M.27	15	2044.04	2044.04	20.3	20.3	2019/10/02	IP	32.7
CRISPR02M.28	15	1656.735	1656.735	21.6	21.6	2019/10/02	IP	25.8
CRISPR02M.29	15	4842.1	4842.1	23.6	23.6	2019/10/02	IP	32.2
CRISPR02M.31	15	3642.47	3642.47	26.1	26.1	2019/10/02	IP	31.6
CRISPR02M.32	15	1410.055	1410.055	25.8	25.8	2019/10/02	IP	33.8
CRISPR02M.33	15	1962.38	1962.38	23.4	23.4	2019/10/02	IP	32.3
CRISPR02M.34	15	4578.99	4578.99	17.8	17.8	2019/10/02	IP	34.3
CRISPR02M.35	15	3491.71	3491.71	19.5	19.5	2019/10/02	IP	30.8
CRISPR02M.13	15	1034.84	1034.84	26.8	26.8	2019/10/02	IP	29
CRISPR02M.14	15	308.12	308.12	22.9	22.9	2019/10/02	IP	31
CRISPR02M.15	15	0	22.5	27.5	27.5	2019/10/02	IP	29.6
CRISPR02M.26	60	1036.09	1036.09	8.6	8.6	2019/10/02	IP	32.2
CRISPR02M.27	60	1350.32	1350.32	12	12	2019/10/02	IP	32.7
CRISPR02M.28	60	2156.435	2156.435	10.8	10.8	2019/10/02	IP	25.8
CRISPR02M.29	60	6153.49	6153.49	9.4	9.4	2019/10/02	IP	32.2
CRISPR02M.31	60	4991.495	4991.495	9.9	9.9	2019/10/02	IP	31.6
CRISPR02M.32	60	2235.24	2235.24	10.8	10.8	2019/10/02	IP	33.8
CRISPR02M.33	60	1682.08	1682.08	9.9	9.9	2019/10/02	IP	32.3
CRISPR02M.34	60	1933.78	1933.78	7.9	7.9	2019/10/02	IP	34.3
CRISPR02M.35	60	2872.33	2872.33	9.9	9.9	2019/10/02	IP	30.8
CRISPR02M.13	60	645.86	645.86	9.2	9.2	2019/10/02	IP	29
CRISPR02M.14	60	804.3	804.3	10.9	10.9	2019/10/02	IP	31
CRISPR02M.15	60	98.615	98.615	11.5	11.5	2019/10/02	IP	29.6
CRISPR02M.01	0	1488.46	1488.46	7.9	7.9	2019/10/17	IP	31.1
CRISPR02M.02	0	6.67	6.67	5.4	5.4	2019/10/17	IP	26
CRISPR02M.03	0			6.9	6.9	2019/10/17	IP	30.5
CRISPR02M.04	0	0	22.5	9.3	9.3	2019/10/17	IP	30.2
CRISPR02M.16	0	226.645	226.645	6.5	6.5	2019/10/17	IP	30.7
CRISPR02M.17	0	1693.955	1693.955	7.8	7.8	2019/10/17	IP	35.7
CRISPR02M.18	0	3656.51	3656.51	6.7	6.7	2019/10/17	IP	30.3
CRISPR02M.19	0	2449.525	2449.525	10.2	10.2	2019/10/17	IP	34.1
CRISPR02M.20	0	1600.76	1600.76	8.5	8.5	2019/10/17	IP	32.4
CRISPR02M.21	0	227.44	227.44	7.8	7.8	2019/10/17	IP	33.6
CRISPR02M.22	0	95.14	95.14	6.8	6.8	2019/10/17	IP	32.3
CRISPR02M.23	0	40.44	40.44	7.2	7.2	2019/10/17	IP	28
CRISPR02M.24	0	2539.655	2539.655	7.3	7.3	2019/10/17	IP	31.4
CRISPR02M.25	0	1450.02	1450.02	8.7	8.7	2019/10/17	IP	30.9
CRISPR02M.07	0	1.165	1.165	7.4	7.4	2019/10/17	IP	29.9
CRISPR02M.08	0	1403.63	1403.63	8.7	8.7	2019/10/17	IP	31.9
CRISPR02M.09	0	199.38	199.38	7.1	7.1	2019/10/17	IP	33.5
CRISPR02M.13	0	1408.2	1408.2	7.3	7.3	2019/10/17	IP	29.8
CRISPR02M.14	0	151.765	151.765	9.2	9.2	2019/10/17	IP	31.7
CRISPR02M.15	0	13.39	13.39	7.9	7.9	2019/10/17	IP	30.9
CRISPR02M.26	0	166.145	166.145	3.9	3.9	2019/10/17	IP	28.5
CRISPR02M.27	0	733.75	733.75	8.6	8.6	2019/10/17	IP	33.8
CRISPR02M.28	0	288.69	288.69	6.2	6.2	2019/10/17	IP	25.3
CRISPR02M.29	0	1318.465	1318.465	6.4	6.4	2019/10/17	IP	32.1
CRISPR02M.31	0	1227.725	1227.725	7.5	7.5	2019/10/17	IP	32.1
CRISPR02M.32	0	474.035	474.035	7.2	7.2	2019/10/17	IP	33.6
CRISPR02M.33	0	403.175	403.175	7.5	7.5	2019/10/17	IP	32
CRISPR02M.34	0	2614.17	2614.17	5.9	5.9	2019/10/17	IP	33.9
CRISPR02M.35	0	4182.73	4182.73	7.8	7.8	2019/10/17	IP	31.4
CRISPR02M.01	15	632.65	632.65	27.4	27.4	2019/10/17	IP	31.1
CRISPR02M.02	15	10.47	10.47	12	12	2019/10/17	IP	26
CRISPR02M.03	15	22.8	22.8	21.4	21.4	2019/10/17	IP	30.5
CRISPR02M.04	15	1.26	1.26	21.1	21.1	2019/10/17	IP	30.2
CRISPR02M.16	15	2681.685	2681.685	30.7	30.7	2019/10/17	IP	30.7
CRISPR02M.17	15	7801.915	7801.915	17.1	17.1	2019/10/17	IP	35.7
CRISPR02M.18	15	8226.125	8226.125	18.7	18.7	2019/10/17	IP	30.3
CRISPR02M.19	15	9446.375	9446.375	21.7	21.7	2019/10/17	IP	34.1
CRISPR02M.20	15	4586.475	4586.475	20.9	20.9	2019/10/17	IP	32.4
CRISPR02M.21	15	379.835	379.835	27.9	27.9	2019/10/17	IP	33.6
CRISPR02M.22	15	136.225	136.225	22.9	22.9	2019/10/17	IP	32.3
CRISPR02M.23	15	113.8	113.8	17.9	17.9	2019/10/17	IP	28
CRISPR02M.24	15	2638.665	2638.665	25.1	25.1	2019/10/17	IP	31.4
CRISPR02M.25	15	3162.135	3162.135	27.9	27.9	2019/10/17	IP	30.9
CRISPR02M.07	15	24.635	24.635	23.2	23.2	2019/10/17	IP	29.9
CRISPR02M.08	15	1283.765	1283.765	23.8	23.8	2019/10/17	IP	31.9
CRISPR02M.09	15	334.385	334.385	15.5	15.5	2019/10/17	IP	33.5
CRISPR02M.13	15	2071.425	2071.425	22	22	2019/10/17	IP	29.8
CRISPR02M.14	15	518.615	518.615	24.8	24.8	2019/10/17	IP	31.7
CRISPR02M.15	15	37.99	37.99	21.6	21.6	2019/10/17	IP	30.9
CRISPR02M.26	15	171.955	171.955	11.2	11.2	2019/10/17	IP	28.5
CRISPR02M.27	15	1520.85	1520.85	22.3	22.3	2019/10/17	IP	33.8
CRISPR02M.28	15	348.5	348.5	13.3	13.3	2019/10/17	IP	25.3
CRISPR02M.29	15	2395.45	2395.45	15.8	15.8	2019/10/17	IP	32.1
CRISPR02M.31	15	2344.595	2344.595	21.4	21.4	2019/10/17	IP	32.1
CRISPR02M.32	15	1044.68	1044.68	22.7	22.7	2019/10/17	IP	33.6
CRISPR02M.33	15	553.345	553.345	29.7	29.7	2019/10/17	IP	32
CRISPR02M.34	15	4341.095	4341.095	27.8	27.8	2019/10/17	IP	33.9
CRISPR02M.35	15	3422.2	3422.2	18.9	18.9	2019/10/17	IP	31.4
CRISPR02M.01	60	950.35	950.35	9.2	9.2	2019/10/17	IP	31.1
CRISPR02M.02	60	32.675	32.675	3.7	3.7	2019/10/17	IP	26
CRISPR02M.03	60	45.105	45.105	11.7	11.7	2019/10/17	IP	30.5
CRISPR02M.04	60	21.48	21.48	9.7	9.7	2019/10/17	IP	30.2
CRISPR02M.16	60	2994.88	2994.88	8.8	8.8	2019/10/17	IP	30.7
CRISPR02M.17	60	4441.51	4441.51	11	11	2019/10/17	IP	35.7
CRISPR02M.18	60	4622.855	4622.855	8.8	8.8	2019/10/17	IP	30.3
CRISPR02M.19	60	3432.45	3432.45	10.2	10.2	2019/10/17	IP	34.1
CRISPR02M.20	60	5803.1	5803.1	10.8	10.8	2019/10/17	IP	32.4
CRISPR02M.21	60	752.235	752.235	11	11	2019/10/17	IP	33.6
CRISPR02M.22	60	312.225	312.225	9.6	9.6	2019/10/17	IP	32.3
CRISPR02M.23	60	185.405	185.405	10	10	2019/10/17	IP	28
CRISPR02M.24	60	5334.215	5334.215	9.3	9.3	2019/10/17	IP	31.4
CRISPR02M.25	60	4685.985	4685.985	10.1	10.1	2019/10/17	IP	30.9
CRISPR02M.07	60	24.925	24.925	10.4	10.4	2019/10/17	IP	29.9
CRISPR02M.08	60	2336.86	2336.86	9.7	9.7	2019/10/17	IP	31.9
CRISPR02M.09	60	384.41	384.41	8.8	8.8	2019/10/17	IP	33.5
CRISPR02M.13	60	3221.98	3221.98	8.4	8.4	2019/10/17	IP	29.8
CRISPR02M.14	60	523.43	523.43	10.4	10.4	2019/10/17	IP	31.7
CRISPR02M.15	60	85.53	85.53	9.7	9.7	2019/10/17	IP	30.9
CRISPR02M.26	60	304.155	304.155	4.8	4.8	2019/10/17	IP	28.5
CRISPR02M.27	60	1493.13	1493.13	11.1	11.1	2019/10/17	IP	33.8
CRISPR02M.28	60	315.44	315.44	8.9	8.9	2019/10/17	IP	25.3
CRISPR02M.29	60	5428.14	5428.14	10.1	10.1	2019/10/17	IP	32.1
CRISPR02M.31	60	3310.08	3310.08	9.4	9.4	2019/10/17	IP	32.1
CRISPR02M.32	60	1863.47	1863.47	9.6	9.6	2019/10/17	IP	33.6
CRISPR02M.33	60	999.555	999.555	10.3	10.3	2019/10/17	IP	32
CRISPR02M.34	60	7491.15	7491.15	9.9	9.9	2019/10/17	IP	33.9
CRISPR02M.35	60	4436.45	4436.45	10.2	10.2	2019/10/17	IP	31.4
CRISPR02M.01	0	505.705	505.705	10	10	2019/10/31	IP	31.5
CRISPR02M.03	0	4.9	4.9	9	9	2019/10/31	IP	30.5
CRISPR02M.04	0	0	22.5	9.9	9.9	2019/10/31	IP	30.7
CRISPR02M.17	0	3074.12	3074.12	5.8	5.8	2019/10/31	IP	35.2
CRISPR02M.18	0	2235.665	2235.665	6.5	6.5	2019/10/31	IP	30.5
CRISPR02M.19	0	2037.875	2037.875	7.4	7.4	2019/10/31	IP	35.1
CRISPR02M.20	0	1508.35	1508.35	6.1	6.1	2019/10/31	IP	32.9
CRISPR02M.21	0	146.635	146.635	10.2	10.2	2019/10/31	IP	34.1
CRISPR02M.22	0	8.88	8.88	8	8	2019/10/31	IP	31.7
CRISPR02M.24	0	2584.77	2584.77	8	8	2019/10/31	IP	31.6
CRISPR02M.25	0	1702.405	1702.405	9.5	9.5	2019/10/31	IP	31.3
CRISPR02M.07	0	0	22.5	8.1	8.1	2019/10/31	IP	30.3
CRISPR02M.08	0	574.075	574.075	8.8	8.8	2019/10/31	IP	31.3
CRISPR02M.09	0	76.1	76.1	7.2	7.2	2019/10/31	IP	33.3
CRISPR02M.13	0	1130.22	1130.22	8	8	2019/10/31	IP	29.9
CRISPR02M.14	0	216.825	216.825	9.8	9.8	2019/10/31	IP	31.6
CRISPR02M.15	0	16.68	16.68	7	7	2019/10/31	IP	29.8
CRISPR02M.27	0	518.38	518.38	8.2	8.2	2019/10/31	IP	34.1
CRISPR02M.28	0	69.235	69.235	7.8	7.8	2019/10/31	IP	25.8
CRISPR02M.29	0	1803.895	1803.895	7.4	7.4	2019/10/31	IP	32.9
CRISPR02M.31	0	881.09	881.09	7.9	7.9	2019/10/31	IP	32.3
CRISPR02M.32	0	617.31	617.31	8	8	2019/10/31	IP	34.2
CRISPR02M.33	0	300.315	300.315	8.7	8.7	2019/10/31	IP	32.5
CRISPR02M.34	0	4151.195	4151.195	7.5	7.5	2019/10/31	IP	35.1
CRISPR02M.35	0	1271.075	1271.075	8.7	8.7	2019/10/31	IP	31.5
CRISPR02M.01	15	346.335	346.335	24	24	2019/10/31	IP	31.5
CRISPR02M.03	15	0	22.5	20.5	20.5	2019/10/31	IP	30.5
CRISPR02M.04	15	0	22.5	25.9	25.9	2019/10/31	IP	30.7
CRISPR02M.17	15	2954.255	2954.255	27.5	27.5	2019/10/31	IP	35.2
CRISPR02M.18	15	1766.015	1766.015	22.5	22.5	2019/10/31	IP	30.5
CRISPR02M.19	15	2229.845	2229.845	27.8	27.8	2019/10/31	IP	35.1
CRISPR02M.20	15	1355.095	1355.095	18.1	18.1	2019/10/31	IP	32.9
CRISPR02M.21	15	83.915	83.915	27.2	27.2	2019/10/31	IP	34.1
CRISPR02M.22	15	2.69	2.69	17	17	2019/10/31	IP	31.7
CRISPR02M.24	15	2810.31	2810.31	24	24	2019/10/31	IP	31.6
CRISPR02M.25	15	1342.805	1342.805	23.7	23.7	2019/10/31	IP	31.3
CRISPR02M.07	15	0	22.5	27.5	27.5	2019/10/31	IP	30.3
CRISPR02M.08	15	721.795	721.795	30	30	2019/10/31	IP	31.3
CRISPR02M.09	15	74.71	74.71	16.5	16.5	2019/10/31	IP	33.3
CRISPR02M.13	15	995.005	995.005	25.3	25.3	2019/10/31	IP	29.9
CRISPR02M.14	15	116.7	116.7	23.8	23.8	2019/10/31	IP	31.6
CRISPR02M.15	15	9.09	9.09	23.5	23.5	2019/10/31	IP	29.8
CRISPR02M.27	15	604.26	604.26	28	28	2019/10/31	IP	34.1
CRISPR02M.28	15	98.835	98.835	16.9	16.9	2019/10/31	IP	25.8
CRISPR02M.29	15	1040.715	1040.715	22.9	22.9	2019/10/31	IP	32.9
CRISPR02M.31	15	826.44	826.44	22.4	22.4	2019/10/31	IP	32.3
CRISPR02M.32	15	275.83	275.83	28.1	28.1	2019/10/31	IP	34.2
CRISPR02M.33	15	177.31	177.31	22.4	22.4	2019/10/31	IP	32.5
CRISPR02M.34	15	1976.615	1976.615	17.1	17.1	2019/10/31	IP	35.1
CRISPR02M.35	15	1319.66	1319.66	21.3	21.3	2019/10/31	IP	31.5
CRISPR02M.01	60	338.625	338.625	9	9	2019/10/31	IP	31.5
CRISPR02M.03	60	0	22.5	9.3	9.3	2019/10/31	IP	30.5
CRISPR02M.04	60	0	22.5	10.3	10.3	2019/10/31	IP	30.7
CRISPR02M.17	60	3080.225	3080.225	10.3	10.3	2019/10/31	IP	35.2
CRISPR02M.18	60	1266.365	1266.365	10.9	10.9	2019/10/31	IP	30.5
CRISPR02M.19	60	1178.31	1178.31	9	9	2019/10/31	IP	35.1
CRISPR02M.20	60	872.52	872.52	12.9	12.9	2019/10/31	IP	32.9
CRISPR02M.21	60	133.175	133.175	15.1	15.1	2019/10/31	IP	34.1
CRISPR02M.22	60	6.75	6.75	9	9	2019/10/31	IP	31.7
CRISPR02M.24	60	2700.54	2700.54	9	9	2019/10/31	IP	31.6
CRISPR02M.25	60	1559.655	1559.655	10.1	10.1	2019/10/31	IP	31.3
CRISPR02M.07	60	0	22.5	10.3	10.3	2019/10/31	IP	30.3
CRISPR02M.08	60	668.115	668.115	14.1	14.1	2019/10/31	IP	31.3
CRISPR02M.09	60	100.95	100.95	7.3	7.3	2019/10/31	IP	33.3
CRISPR02M.13	60	875.43	875.43	8.8	8.8	2019/10/31	IP	29.9
CRISPR02M.14	60	176.95	176.95	11.5	11.5	2019/10/31	IP	31.6
CRISPR02M.15	60	24.2	24.2	11.2	11.2	2019/10/31	IP	29.8
CRISPR02M.27	60	644.585	644.585	10.1	10.1	2019/10/31	IP	34.1
CRISPR02M.28	60	64.265	64.265	8.7	8.7	2019/10/31	IP	25.8
CRISPR02M.29	60	1847.475	1847.475	9.7	9.7	2019/10/31	IP	32.9
CRISPR02M.31	60	990.025	990.025	10	10	2019/10/31	IP	32.3
CRISPR02M.32	60	543.575	543.575	14.3	14.3	2019/10/31	IP	34.2
CRISPR02M.33	60	231.64	231.64	10.7	10.7	2019/10/31	IP	32.5
CRISPR02M.34	60	3146	3146	7.1	7.1	2019/10/31	IP	35.1
CRISPR02M.35	60	1195.06	1195.06	10.2	10.2	2019/10/31	IP	31.5
CRISPR02M.16	0	596.895	596.895	8.3	8.3	2019/10/31	IP	31
CRISPR02M.23	0	55.99	55.99	7.9	7.9	2019/10/31	IP	28.5
CRISPR02M.16	15	295.755	295.755	25.7	25.7	2019/10/31	IP	31
CRISPR02M.23	15	0	22.5	23.5	23.5	2019/10/31	IP	28.5
CRISPR02M.16	60	582.8	582.8	13.2	13.2	2019/10/31	IP	31
CRISPR02M.23	60	0	22.5	10.7	10.7	2019/10/31	IP	28.5
CRISPR02M.01	0	265.78	265.78	7.5	7.5	2019/11/15	IP	31.6
CRISPR02M.03	0	0	22.5	8.6	8.6	2019/11/15	IP	31.2
CRISPR02M.04	0	0	22.5	9	9	2019/11/15	IP	29.7
CRISPR02M.16	0	267.06	267.06	7.4	7.4	2019/11/15	IP	31.2
CRISPR02M.17	0	3292.465	3292.465	8.9	8.9	2019/11/15	IP	36.1
CRISPR02M.18	0	94.4	94.4	4	4	2019/11/15	IP	24.5
CRISPR02M.19	0	1061.22	1061.22	7.7	7.7	2019/11/15	IP	36.3
CRISPR02M.20	0	636.69	636.69	8.2	8.2	2019/11/15	IP	33.8
CRISPR02M.21	0	82.02	82.02	8.9	8.9	2019/11/15	IP	35.3
CRISPR02M.22	0	0.055	0.055	6.3	6.3	2019/11/15	IP	29.7
CRISPR02M.23	0	81.28	81.28	7.8	7.8	2019/11/15	IP	28.9
CRISPR02M.24	0	1951.065	1951.065	8.6	8.6	2019/11/15	IP	31.7
CRISPR02M.25	0	1257.2175	1257.2175	8.2	8.2	2019/11/15	IP	30.8
CRISPR02M.07	0	0	22.5	8.4	8.4	2019/11/15	IP	29.7
CRISPR02M.08	0	683.45	683.45	8.4	8.4	2019/11/15	IP	31.7
CRISPR02M.09	0	88.67	88.67	7.9	7.9	2019/11/15	IP	33.2
CRISPR02M.13	0	1210.075	1210.075	7.6	7.6	2019/11/15	IP	30.9
CRISPR02M.14	0	157.295	157.295	8.1	8.1	2019/11/15	IP	32.3
CRISPR02M.15	0	18.625	18.625	7.6	7.6	2019/11/15	IP	31
CRISPR02M.27	0	128.985	128.985	9	9	2019/11/15	IP	35
CRISPR02M.28	0	531.77	531.77	7.8	7.8	2019/11/15	IP	25.7
CRISPR02M.29	0	900.05	900.05	6.5	6.5	2019/11/15	IP	32.6
CRISPR02M.31	0	952.87	952.87	7.8	7.8	2019/11/15	IP	33.3
CRISPR02M.32	0	488.905	488.905	7	7	2019/11/15	IP	35.9
CRISPR02M.33	0	31.155	31.155	8	8	2019/11/15	IP	34
CRISPR02M.34	0	3235.775	3235.775	6.7	6.7	2019/11/15	IP	35.1
CRISPR02M.35	0	1225.33	1225.33	8.7	8.7	2019/11/15	IP	33.2
CRISPR02M.16	7	282.37	282.37	24.5	24.5	2019/11/15	IP	31.2
CRISPR02M.17	7	1369.975	1369.975	20.4	20.4	2019/11/15	IP	36.1
CRISPR02M.18	7	171.09	171.09	5.9	5.9	2019/11/15	IP	24.5
CRISPR02M.19	7	577.22	577.22	18.3	18.3	2019/11/15	IP	36.3
CRISPR02M.20	7	411.635	411.635	17.2	17.2	2019/11/15	IP	33.8
CRISPR02M.23	7	60.115	60.115	27.9	27.9	2019/11/15	IP	28.9
CRISPR02M.24	7	2051.56	2051.56	27.4	27.4	2019/11/15	IP	31.7
CRISPR02M.13	7	717.925	717.925	24.9	24.9	2019/11/15	IP	30.9
CRISPR02M.27	7	425.36	425.36	20	20	2019/11/15	IP	35
CRISPR02M.31	7	717.4	717.4	14.9	14.9	2019/11/15	IP	33.3
CRISPR02M.35	7	827.08	827.08	18.6	18.6	2019/11/15	IP	33.2
CRISPR02M.01	15	107.93	107.93	23.1	23.1	2019/11/15	IP	31.6
CRISPR02M.03	15	0	22.5	19.8	19.8	2019/11/15	IP	31.2
CRISPR02M.04	15	0	22.5	24.8	24.8	2019/11/15	IP	29.7
CRISPR02M.16	15	262.135	262.135	16.2	16.2	2019/11/15	IP	31.2
CRISPR02M.17	15	1630.415	1630.415	31.7	31.7	2019/11/15	IP	36.1
CRISPR02M.18	15	151.82	151.82	5.2	5.2	2019/11/15	IP	24.5
CRISPR02M.19	15	626.73	626.73	17.5	17.5	2019/11/15	IP	36.3
CRISPR02M.20	15	553.34	553.34	18.7	18.7	2019/11/15	IP	33.8
CRISPR02M.21	15	45.76	45.76	29.7	29.7	2019/11/15	IP	35.3
CRISPR02M.22	15	0	22.5	14.6	14.6	2019/11/15	IP	29.7
CRISPR02M.23	15	46.875	46.875	26.6	26.6	2019/11/15	IP	28.9
CRISPR02M.24	15	2418.475	2418.475	28.1	28.1	2019/11/15	IP	31.7
CRISPR02M.25	15	795.845	795.845	22	22	2019/11/15	IP	30.8
CRISPR02M.07	15	0	22.5	21.6	21.6	2019/11/15	IP	29.7
CRISPR02M.08	15	583.66	583.66	26.9	26.9	2019/11/15	IP	31.7
CRISPR02M.09	15	64.56	64.56	16.2	16.2	2019/11/15	IP	33.2
CRISPR02M.13	15	974.315	974.315	24	24	2019/11/15	IP	30.9
CRISPR02M.14	15	240.355	240.355	24.6	24.6	2019/11/15	IP	32.3
CRISPR02M.15	15	12.53	12.53	21.4	21.4	2019/11/15	IP	31
CRISPR02M.27	15	366.9	366.9	21.2	21.2	2019/11/15	IP	35
CRISPR02M.28	15	120.065	120.065	16.4	16.4	2019/11/15	IP	25.7
CRISPR02M.29	15	701.36	701.36	13.5	13.5	2019/11/15	IP	32.6
CRISPR02M.31	15	1269.62	1269.62	23.4	23.4	2019/11/15	IP	33.3
CRISPR02M.32	15	334.095	334.095	16.8	16.8	2019/11/15	IP	35.9
CRISPR02M.33	15	29.125	29.125	19.5	19.5	2019/11/15	IP	34
CRISPR02M.34	15	2180.585	2180.585	24	24	2019/11/15	IP	35.1
CRISPR02M.35	15	1405.2	1405.2	18.3	18.3	2019/11/15	IP	33.2
CRISPR02M.01	60	247.72	247.72	8	8	2019/11/15	IP	31.6
CRISPR02M.03	60	0	22.5	10.7	10.7	2019/11/15	IP	31.2
CRISPR02M.04	60	0	22.5	9	9	2019/11/15	IP	29.7
CRISPR02M.16	60	400.59	400.59	7	7	2019/11/15	IP	31.2
CRISPR02M.17	60	1103.555	1103.555	15.7	15.7	2019/11/15	IP	36.1
CRISPR02M.18	60	95.04	95.04	4.3	4.3	2019/11/15	IP	24.5
CRISPR02M.19	60	481.935	481.935	9.6	9.6	2019/11/15	IP	36.3
CRISPR02M.20	60	357.09	357.09	8.6	8.6	2019/11/15	IP	33.8
CRISPR02M.21	60	65.805	65.805	10.2	10.2	2019/11/15	IP	35.3
CRISPR02M.22	60	1.14	1.14	6.8	6.8	2019/11/15	IP	29.7
CRISPR02M.23	60	60.68	60.68	9.3	9.3	2019/11/15	IP	28.9
CRISPR02M.24	60	3788.77	3788.77	9.4	9.4	2019/11/15	IP	31.7
CRISPR02M.25	60	1010.155	1010.155	10	10	2019/11/15	IP	30.8
CRISPR02M.07	60	37.58	37.58	9.9	9.9	2019/11/15	IP	29.7
CRISPR02M.08	60	787.645	787.645	9.8	9.8	2019/11/15	IP	31.7
CRISPR02M.09	60	115.545	115.545	8.1	8.1	2019/11/15	IP	33.2
CRISPR02M.13	60	1282.74	1282.74	9.4	9.4	2019/11/15	IP	30.9
CRISPR02M.14	60	257.92	257.92	10.4	10.4	2019/11/15	IP	32.3
CRISPR02M.15	60	68.07	68.07	8.5	8.5	2019/11/15	IP	31
CRISPR02M.27	60	382.535	382.535	9.7	9.7	2019/11/15	IP	35
CRISPR02M.28	60	142.605	142.605	9.3	9.3	2019/11/15	IP	25.7
CRISPR02M.29	60	1180.225	1180.225	7.6	7.6	2019/11/15	IP	32.6
CRISPR02M.31	60	1197.605	1197.605	10.3	10.3	2019/11/15	IP	33.3
CRISPR02M.32	60	487.26	487.26	9	9	2019/11/15	IP	35.9
CRISPR02M.33	60	59.91	59.91	9.7	9.7	2019/11/15	IP	34
CRISPR02M.34	60	2800.66	2800.66	7.7	7.7	2019/11/15	IP	35.1
CRISPR02M.35	60	1351.655	1351.655	9.3	9.3	2019/11/15	IP	33.2
CRISPR02M.13	0	748.885	748.885	6.8	6.8	2019/11/25	IP	30.8
CRISPR02M.16	0	94.125	94.125	7.4	7.4	2019/11/25	IP	30.3
CRISPR02M.17	0	2440.69	2440.69	7.6	7.6	2019/11/25	IP	35.4
CRISPR02M.19	0	228.415	228.415	6.5	6.5	2019/11/25	IP	35.3
CRISPR02M.20	0	144.67	144.67	6.7	6.7	2019/11/25	IP	31.1
CRISPR02M.23	0	56.5	56.5	7	7	2019/11/25	IP	28.4
CRISPR02M.24	0	2413.7	2413.7	6.4	6.4	2019/11/25	IP	31.4
CRISPR02M.27	0	374.82	374.82	7.3	7.3	2019/11/25	IP	35.3
CRISPR02M.31	0	598.44	598.44	7.1	7.1	2019/11/25	IP	33.2
CRISPR02M.35	0	1153.645	1153.645	8.4	8.4	2019/11/25	IP	32.7
CRISPR02M.13	15	988.875	988.875	25.6	25.6	2019/11/25	IP	30.8
CRISPR02M.16	15	94.315	94.315	26.4	26.4	2019/11/25	IP	30.3
CRISPR02M.17	15	697.015	697.015	33.3	147	2019/11/25	IP	35.4
CRISPR02M.19	15	137.49	137.49	21.3	21.3	2019/11/25	IP	35.3
CRISPR02M.20	15	140.775	140.775	19	19	2019/11/25	IP	31.1
CRISPR02M.23	15	27.285	27.285	29.5	29.5	2019/11/25	IP	28.4
CRISPR02M.24	15	912.375	912.375	21.5	21.5	2019/11/25	IP	31.4
CRISPR02M.27	15	293.895	293.895	29.3	29.3	2019/11/25	IP	35.3
CRISPR02M.31	15	629.765	629.765	26.5	26.5	2019/11/25	IP	33.2
CRISPR02M.35	15	966.855	966.855	22.1	22.1	2019/11/25	IP	32.7
CRISPR02M.13	60	2100.99	2100.99	11	11	2019/11/25	IP	30.8
CRISPR02M.16	60	235.05	235.05	6.5	6.5	2019/11/25	IP	30.3
CRISPR02M.17	60	936.265	936.265	17.8	17.8	2019/11/25	IP	35.4
CRISPR02M.19	60	452.155	452.155	7.9	7.9	2019/11/25	IP	35.3
CRISPR02M.20	60	196.195	196.195	8.4	8.4	2019/11/25	IP	31.1
CRISPR02M.23	60	43.56	43.56	9.8	9.8	2019/11/25	IP	28.4
CRISPR02M.24	60	2019	2019	11	11	2019/11/25	IP	31.4
CRISPR02M.27	60	492.035	492.035	13.3	13.3	2019/11/25	IP	35.3
CRISPR02M.31	60	754.26	754.26	11.2	11.2	2019/11/25	IP	33.2
CRISPR02M.35	60	2251.83	2251.83	11	11	2019/11/25	IP	32.7
CRISPR02M.13	0	0	22.5	8.3	8.3	2019/12/18	IP	32
CRISPR02M.27	0	0	22.5	10	10	2019/12/18	IP	36.4
CRISPR02M.31	0	0	22.5	8.6	8.6	2019/12/18	IP	34.4
